DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200105134,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1500,01,Central,0145,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329,34,M,H,101,STREET,,,IC,Invest Cont,330,,,,5TH,LOS ANGELES,34.0461,-118.2476
200105135,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1930,01,Central,0119,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,60,M,B,101,STREET,,,IC,Invest Cont,745,,,,00    GATEWAY PLAZA                DR,,34.0551,-118.2323
200105139,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1900,01,Central,0111,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,0913,65,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,902,,,,700 N  ALAMEDA                      ST,,34.0615,-118.2412
200105140,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,2215,01,Central,0119,2,946,OTHER MISCELLANEOUS CRIME,0910 2052 2004,0,X,X,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,946,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
200105142,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1930,01,Central,0111,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1414 1202,60,M,H,121,YARD (RESIDENTIAL/BUSINESS),506,FIRE,IC,Invest Cont,745,,,,800 N  BUNKER HILL                  AV,,34.0637,-118.244
200105144,01/17/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1900,01,Central,0138,1,480,BIKE - STOLEN,0344 1822 2032,69,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,200 S  SAN PEDRO                    ST,,34.0493,-118.2418
200618244,11/20/2020 12:00:00 AM,11/19/2020 12:00:00 AM,2030,06,Hollywood,0643,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 N  LA BREA                      AV,,34.1007,-118.3494
200105148,01/17/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1530,01,Central,0111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202 1822 0377 2032,72,F,H,101,STREET,,,IC,Invest Cont,440,,,,BROADWAY,CESAR E CHAVEZ,34.0604,-118.2393
200118182,09/18/2020 12:00:00 AM,09/18/2020 12:00:00 AM,1800,01,Central,0139,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329 1822,23,F,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,2ND                          ST,HEWITT,34.0472,-118.2352
211507896,04/11/2021 12:00:00 AM,11/07/2020 12:00:00 AM,0845,15,N Hollywood,1502,2,354,THEFT OF IDENTITY,0377,31,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7800    BEEMAN                       AV,,34.2124,-118.4092
200105151,01/17/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1600,01,Central,0154,2,664,"BUNCO, PETTY THEFT",0344 0701 1822,26,F,B,503,HOTEL,,,AO,Adult Other,664,,,,500 S  MAIN                         ST,,34.0467,-118.2485
200105152,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,0910,01,Central,0119,2,625,OTHER ASSAULT,0356 2004 1266 0910 2052,35,M,H,900,MTA - RED LINE - UNION STATION,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
200105154,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1145,01,Central,0154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2004 1814 1813 0444,46,F,O,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,500 S  LOS ANGELES                  ST,,34.046,-118.2493
200805831,02/10/2020 12:00:00 AM,01/30/2020 12:00:00 AM,0005,08,West LA,0831,2,354,THEFT OF IDENTITY,0100 0930 1822,57,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,500 S  BURLINGAME                   AV,,34.0494,-118.4866
200105157,01/13/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1515,01,Central,0176,1,330,BURGLARY FROM VEHICLE,1307 0344,39,F,W,101,STREET,,,IC,Invest Cont,330,,,,E  8TH                          ST,SANTEE                       ST,34.0408,-118.2511
200105158,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1815,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,30,F,W,738,LIBRARY,,,IC,Invest Cont,440,,,,600 W  5TH                          ST,,34.0502,-118.254
200105159,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1614,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,0,X,X,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,440,,,,600 S  GRAND                        AV,,34.0488,-118.2553
200105164,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1345,01,Central,0145,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0910,56,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,5TH                          ST,SAN PEDRO                    ST,34.0471,-118.2474
200105166,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,0835,01,Central,0154,2,624,BATTERY - SIMPLE ASSAULT,0305 0416 1822,33,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5TH                          ST,SPRING                       ST,34.0474,-118.2496
200105176,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1540,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,35,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
200105184,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1430,01,Central,0182,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,28,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 W  OLYMPIC                      BL,,34.0423,-118.2595
200105186,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1400,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,2004 0417 1822,31,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  BROADWAY,,34.0481,-118.2507
200105187,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1200,01,Central,0153,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0103 1822,55,M,H,406,OTHER STORE,,,IC,Invest Cont,442,,,,500 S  BROADWAY,,34.0481,-118.2507
200105188,01/17/2020 12:00:00 AM,01/14/2020 12:00:00 AM,0300,01,Central,0134,2,624,BATTERY - SIMPLE ASSAULT,1822 1501,59,M,W,401,MINI-MART,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,W  3RD                          ST,S  BROADWAY,34.051,-118.248
200616504,10/10/2020 12:00:00 AM,10/09/2020 12:00:00 AM,2345,06,Hollywood,0647,1,210,ROBBERY,0344 0334 1100 1315 0430 1407 2004,29,F,B,707,GARAGE/CARPORT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,998,,,5800 W  SUNSET                       BL,,34.0998,-118.3211
200105191,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,0205,01,Central,0152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1822 1402 0334 1414 0445 1266 2003,33,M,H,108,PARKING LOT,207,OTHER KNIFE,AA,Adult Arrest,230,998,,,FLOWER                       ST,6TH                          ST,34.0494,-118.2581
200105192,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,0205,01,Central,0152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1822 0334 1266 2003,30,M,O,108,PARKING LOT,207,OTHER KNIFE,AA,Adult Arrest,230,,,,FLOWER                       ST,6TH                          ST,34.0494,-118.2581
200105193,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,0205,01,Central,0152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,46,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740,,,,6TH                          ST,HOPE                         ST,34.0495,-118.2563
200105194,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,2200,01,Central,0171,1,210,ROBBERY,0344 0337 0400 1822 0319 0370 1309,20,M,W,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,,,,900 S  FIGUEROA                     ST,,34.0457,-118.2665
201821930,12/10/2020 12:00:00 AM,12/10/2020 12:00:00 AM,0001,18,Southeast,1802,1,121,"RAPE, FORCIBLE",1415 1402 2000 0913 1814 0527,18,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,8700 S  MAIN                         ST,,33.959,-118.2739
200317549,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,0630,03,Southwest,0398,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,4300 S  FIGUEROA                     ST,,34.0051,-118.2827
200105200,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,2300,01,Central,0185,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 S  BROADWAY,,34.0409,-118.2574
200105201,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,0600,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416 1218,40,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469
200105202,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,2015,01,Central,0156,2,920,KIDNAPPING - GRAND ATTEMPT,0448 0400 1218 1822,46,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,920,,,,5TH,SAN JULIAN,34.0446,-118.245
200717189,12/16/2020 12:00:00 AM,12/13/2020 12:00:00 AM,1500,07,Wilshire,0765,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 2019,43,F,B,102,SIDEWALK,,,IC,Invest Cont,330,,,,PICO                         BL,COCHRAN,34.0496,-118.3425
200105204,01/17/2020 12:00:00 AM,01/15/2020 12:00:00 AM,2222,01,Central,0162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,27,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,800 S  FLOWER                       ST,,34.0473,-118.2601
200105205,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1900,01,Central,0162,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329,25,M,A,108,PARKING LOT,,,IC,Invest Cont,330,,,,800 S  HILL                         ST,,34.0462,-118.2585
200817626,12/17/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1600,08,West LA,0855,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 S  BENTLEY                      AV,,34.0484,-118.4437
200204372,01/09/2020 12:00:00 AM,01/08/2020 12:00:00 AM,2230,02,Rampart,0221,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 N  VERMONT                      AV,,34.0777,-118.2961
200105206,01/17/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1930,01,Central,0135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,41,M,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,,,,100 W  2ND                          ST,,34.051,-118.2445
200105207,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,0900,01,Central,0111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,43,F,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,600    NEW HIGH                     ST,,34.0583,-118.2395
200105208,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,0001,01,Central,0124,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,48,M,W,726,POLICE FACILITY,,,IC,Invest Cont,745,,,,100 W  1ST                          ST,,34.0522,-118.2434
200506170,02/20/2020 12:00:00 AM,02/20/2020 12:00:00 AM,2000,05,Harbor,0563,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 2000 0421 0422 0443 1813,33,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,600 W  12TH                         ST,,33.7334,-118.2902
200105211,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,0250,01,Central,0182,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,30,M,W,102,SIDEWALK,,,IC,Invest Cont,440,,,,S  GRAND                        AV,W  OLYMPIC                      BL,34.0416,-118.262
200105212,01/17/2020 12:00:00 AM,01/14/2020 12:00:00 AM,2000,01,Central,0138,1,330,BURGLARY FROM VEHICLE,0344 1607,68,F,W,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,330,,,,400 E  2ND                          ST,,34.0477,-118.2393
200105214,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,0100,01,Central,0182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 1813 0319 0444,23,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1200 S  OLIVE                        ST,,34.0395,-118.2622
200105215,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,0130,01,Central,0152,1,350,"THEFT, PERSON",0344 0910 2048 2024 1822,53,M,W,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,350,,,,600 S  FIGUEROA                     ST,,34.0509,-118.2585
200101159,12/12/2020 12:00:00 AM,12/12/2020 12:00:00 AM,0010,01,Central,0162,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0447 0401 0913 2002 1206 1414,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,800 S  HILL                         ST,,34.0462,-118.2585
200105218,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1230,01,Central,0195,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,23,F,B,101,STREET,,,IC,Invest Cont,330,,,,18TH                         ST,MAIN                         ST,34.0328,-118.2647
200105219,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,0255,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1100 0430 1822 1218 1414 1407,38,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,998,,,800 E  6TH                          ST,,34.0408,-118.2428
200105221,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,0130,01,Central,0185,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344 1218 1822,48,M,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,12TH                         ST,SANTEE                       ST,34.0363,-118.2573
200105224,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1900,01,Central,0162,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,800 S  HILL                         ST,,34.0462,-118.2585
200105225,01/18/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1700,01,Central,0182,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,34,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,1000 S  GRAND                        AV,,34.043,-118.2606
200105226,01/18/2020 12:00:00 AM,01/16/2020 12:00:00 AM,2100,01,Central,0152,1,220,ATTEMPTED ROBBERY,0337 0334 0416 0913 1202 1019 1309,69,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,S  5TH,GRAND,34.0502,-118.254
200105227,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,2115,01,Central,0185,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,23,M,A,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,11TH,SANTEE,34.0378,-118.2561
200105228,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,2200,01,Central,0185,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329 1822,30,F,H,101,STREET,,,IC,Invest Cont,330,,,,11TH,SANTEE,34.0378,-118.2561
200105232,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,0840,01,Central,0151,2,860,BATTERY WITH SEXUAL CONTACT,0305 1601 0522 1822 0910,31,F,H,744,HIGH-RISE BUILDING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,7TH,FIGUEROA,34.0499,-118.2614
210409743,06/14/2021 12:00:00 AM,03/14/2020 12:00:00 AM,1036,04,Hollenbeck,0443,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,45,M,I,701,HOSPITAL,,,AO,Adult Other,956,,,,1400 E  LAKE                         AV,,34.0609,-118.2052
200105235,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,0725,01,Central,0111,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2004 2000 1814 0913 0444 0416 0408 0401 1414,22,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,500 N  FIGUEROA                     ST,,34.0617,-118.2469
200105237,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,0930,01,Central,0122,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421,38,F,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",511,VERBAL THREAT,IC,Invest Cont,930,,,,100 N  HILL                         ST,,34.0572,-118.2481
200105238,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1820,01,Central,0141,1,761,BRANDISH WEAPON,0919 0345 0329 1307 0334 1822,28,M,W,101,STREET,207,OTHER KNIFE,IC,Invest Cont,761,,,,4TH,FIGUEROA,34.0538,-118.256
200105240,01/18/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1900,01,Central,0139,1,330,BURGLARY FROM VEHICLE,0344 0329 1612 1822 1202,61,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,300 S  SANTA FE                     AV,,34.046,-118.2326
200105241,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,0200,01,Central,0162,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822,23,M,W,101,STREET,,,IC,Invest Cont,330,,,,9TH,FLOWER,34.0458,-118.2614
201106089,02/16/2020 12:00:00 AM,02/16/2020 12:00:00 AM,0915,11,Northeast,1107,2,624,BATTERY - SIMPLE ASSAULT,0555 0400 0416 0419 0913,24,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,6000    CRESTWOOD                    WY,,34.1307,-118.1907
200105244,01/18/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1700,01,Central,0111,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,800 N  BROADWAY,,34.0623,-118.2383
222013040,08/06/2022 12:00:00 AM,06/04/2020 12:00:00 AM,1620,20,Olympic,2054,2,354,THEFT OF IDENTITY,1822 0922,60,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3300    SAN MARINO                   ST,,34.0545,-118.3031
200215063,09/16/2020 12:00:00 AM,09/15/2020 12:00:00 AM,1800,02,Rampart,0204,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000    HYPERION                     AV,,34.09,-118.2807
211715638,12/01/2021 12:00:00 AM,12/09/2020 12:00:00 AM,1200,17,Devonshire,1718,2,354,THEFT OF IDENTITY,1822 0923,56,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,15600    SIMONDS                      ST,,34.2762,-118.4716
200105247,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,0835,01,Central,0124,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,46,F,O,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,CAESAR CHAVEZ,SPRING                       ST,34.0525,-118.2432
200105249,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,0100,01,Central,0124,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,53,M,W,101,STREET,,,IC,Invest Cont,420,,,,TEMPLE                       ST,SPRING                       ST,34.0549,-118.2426
221804943,01/21/2022 12:00:00 AM,07/01/2020 12:00:00 AM,1335,18,Southeast,1822,2,354,THEFT OF IDENTITY,1822 0930,26,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 W  COLDEN                       AV,,33.9492,-118.2739
200105255,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1530,01,Central,0163,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0104 0344 1309 1822,21,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,,700 S  BROADWAY,,34.0452,-118.2534
200105259,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,2350,01,Central,0118,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 2000 1814 0444 1402 0907 0913 0906,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,998,,,00 E  BLOOM                        ST,,34.0648,-118.2303
200118281,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,2130,01,Central,0164,2,624,BATTERY - SIMPLE ASSAULT,0444 0429 0417 1822 1202 1218,50,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  SPRING                       ST,,34.0445,-118.2523
200812577,07/29/2020 12:00:00 AM,07/29/2020 12:00:00 AM,2010,08,West LA,0803,2,624,BATTERY - SIMPLE ASSAULT,0444 0603,71,M,A,119,"PORCH, RESIDENTIAL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,2500    BANYAN                       DR,,34.0814,-118.5073
200105262,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,0001,01,Central,0152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1234 0416 0429 1822 1414,24,M,H,207,BAR/COCKTAIL/NIGHTCLUB,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,600 W  6TH                          ST,,34.0488,-118.2553
200105263,01/19/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1900,01,Central,0163,1,310,BURGLARY,0344 1822 1606,36,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,700 S  BROADWAY,,34.0452,-118.2534
200105264,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,0100,01,Central,0143,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0429 1822 1234,30,F,H,207,BAR/COCKTAIL/NIGHTCLUB,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,400 S  SPRING                       ST,,34.0488,-118.25
200105265,01/19/2020 12:00:00 AM,01/18/2020 12:00:00 AM,2330,01,Central,0135,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0447 1822 0329 1234,57,M,H,207,BAR/COCKTAIL/NIGHTCLUB,302,BLUNT INSTRUMENT,IC,Invest Cont,230,,,,200 S  MAIN                         ST,,34.051,-118.2445
200105266,01/19/2020 12:00:00 AM,01/18/2020 12:00:00 AM,2330,01,Central,0135,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0447 1822 1234,38,F,H,207,BAR/COCKTAIL/NIGHTCLUB,302,BLUNT INSTRUMENT,IC,Invest Cont,230,,,,200 S  MAIN                         ST,,34.051,-118.2445
200105267,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,0800,01,Central,0132,2,624,BATTERY - SIMPLE ASSAULT,2050 2052 2047 0444 0429 1822 0910 1218 1202,63,M,B,901,MTA - RED LINE - CIVIC CENTER/GRAND PARK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 S  HILL                         ST,,34.0547,-118.2505
200105268,01/19/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1930,01,Central,0138,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1822 0377,25,F,H,101,STREET,,,IC,Invest Cont,420,,,,CENTRAL,2ND                          ST,34.0461,-118.2395
200105269,01/19/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1500,01,Central,0111,1,480,BIKE - STOLEN,0344 1822 1259,14,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,600 N  SPRING                       ST,,34.0582,-118.2387
200105270,01/19/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1500,01,Central,0111,1,480,BIKE - STOLEN,0344 1258 1822,12,M,H,102,SIDEWALK,,,IC,Invest Cont,480,,,,600 N  SPRING                       ST,,34.0582,-118.2387
200105271,01/19/2020 12:00:00 AM,01/18/2020 12:00:00 AM,2354,01,Central,0171,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822,0,M,W,102,SIDEWALK,,,IC,Invest Cont,442,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2657
200105273,01/19/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1330,01,Central,0119,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0910 1202 1268,65,M,H,966,MTA - GOLD LINE - UNION STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
200105275,01/19/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1145,01,Central,0154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 0429 1814 1218 0329 1414 2004,46,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,500 S  LOS ANGELES                  ST,,34.046,-118.2493
